mission,koi_id,koi_name,koi_time0bk,koi_period,koi_duration,koi_is_planet
TESS,95129101,1704.01,2459575.195833,3.929983,0.089708,0
TESS,240148934,1707.01,2458843.266770,2.023650,0.107708,0
TESS,309257814,171.02,2459144.738743,1.813577,0.034926,0
TESS,461662295,1711.01,2458844.854660,10.255800,0.212000,0
TESS,239154970,1714.01,2459575.629547,3.474475,0.178000,1
TESS,29857954,172.01,2458326.919730,9.476369,0.197427,1
TESS,356473034,1720.01,2459601.816990,2.615858,0.130958,1
TESS,51234631,1721.01,2459605.140567,4.125058,0.179625,1
TESS,81212286,1724.01,2458843.027821,0.685081,0.044025,0
TESS,86396382,1725.01,2459550.243082,1.091417,0.115583,1
TESS,130181866,1726.01,2459584.599930,7.107563,0.136068,1
TESS,130181866,1726.02,2459583.637103,20.542929,0.169051,1
TESS,285048486,1728.01,2458843.274889,3.491567,0.078768,1
TESS,298666530,1729.01,2458842.505715,0.573209,0.019093,0
TESS,371234684,1731.01,2459580.327553,3.923126,0.139671,1
TESS,53427308,1733.01,2458844.765400,5.803220,0.065375,0
TESS,425997655,174.01,2458325.328637,17.667133,0.123253,1
TESS,425997655,174.02,2458340.303767,29.797621,0.120325,1
TESS,233602827,1749.01,2458685.935230,4.489130,0.077420,1
TESS,233602827,1749.02,2458688.781687,9.044604,0.079545,1
TESS,307210830,175.01,2459363.753057,3.690678,0.051594,1
TESS,307210830,175.02,2459338.784090,7.450732,0.021958,1
TESS,307210830,175.03,2459362.045884,2.253108,0.044556,1
TESS,272086159,176.01,2458363.043768,16.155373,0.064863,0
TESS,420112587,1760.01,2458691.531496,11.062666,0.086842,0
TESS,67666096,1766.01,2459635.207263,2.703394,0.121958,1
TESS,8767448,1767.01,2458892.510627,4.353234,0.161208,1
TESS,262530407,177.01,2458356.153228,2.853101,0.052444,1
TESS,252479260,1771.01,2459610.443333,3.212291,0.117623,1
TESS,332064670,1773.01,2459577.776735,0.736541,0.056042,1
TESS,4897275,1774.01,2458872.341155,16.710042,0.225019,1
TESS,67646988,1779.01,2459608.657835,1.881713,0.051655,1
TESS,251848941,178.01,2458360.242425,6.557670,0.100864,1
TESS,251848941,178.02,2458354.552190,20.708504,0.093189,1
TESS,251848941,178.03,2458362.949038,9.961997,0.111551,1
TESS,251848941,178.04,2458356.107512,3.238425,0.083088,1
TESS,99834717,1780.01,2459608.856301,1.706330,0.069504,1
TESS,137881699,1781.01,2459609.722137,2.972079,0.196346,1
TESS,86280613,1786.01,2458851.590400,9.572700,0.104458,0
TESS,450327768,1788.01,2458875.046710,5.343260,0.059417,0
TESS,172518755,1789.01,2459630.911267,3.208717,0.081917,1
TESS,304142124,1793.01,2458585.255320,55.087000,0.178167,1
TESS,135083444,1795.01,2458899.610227,2.791791,0.061101,0
TESS,138819293,1796.01,2458899.671523,2.643973,0.039787,1
TESS,17993892,1800.01,2459611.716695,4.124126,0.156108,1
TESS,180695581,1807.01,2458899.346311,0.549343,0.041774,1
TESS,307734817,1808.01,2458900.910995,2.107500,0.079556,0
TESS,347329162,1809.01,2458902.718492,4.617208,0.149534,1
TESS,373693175,1810.01,2458899.476842,1.327352,0.092954,1
TESS,377290815,1813.01,2458684.127190,0.798000,0.028292,0
TESS,237108272,1816.01,2458688.288570,22.787300,0.222250,0
TESS,82308728,1821.01,2458904.926270,9.497000,0.094500,1
TESS,229400092,1826.01,2459608.474198,4.141979,0.097832,1
TESS,390651552,1827.01,2458928.225191,1.467126,0.041972,1
TESS,183979262,183.01,2459063.727306,3.430757,0.131014,0
TESS,20182165,1830.01,2458956.469971,9.781534,0.136106,0
TESS,61098812,1833.01,2459573.923153,3.693597,0.179792,1
TESS,162689341,1838.01,2458930.001441,2.174657,0.115471,1
TESS,300871545,184.01,2459165.546503,4.817069,0.128042,0
TESS,165987272,1840.01,2458929.001787,7.844963,0.242934,1
TESS,168699373,1841.01,2458931.432466,4.301380,0.132067,1
TESS,258871793,1843.01,2458931.120722,9.146912,0.192437,0
TESS,198108326,1844.01,2458930.329998,3.212983,0.098410,1
TESS,54002556,1847.01,2458390.706550,nan,0.149375,1
TESS,100100827,185.01,2459140.570626,0.941452,0.085333,1
TESS,279741379,186.01,2458350.311822,35.613445,0.134349,1
TESS,279741379,186.02,2458332.283431,7.789725,0.103875,1
TESS,321668398,1862.01,2459582.186572,5.644202,0.110750,1
TESS,356919658,1863.01,2458683.898790,1.426110,0.074500,0
TESS,229791084,1864.01,2459608.592447,1.645326,0.108958,1
TESS,400476523,1867.01,2458700.973710,18.106710,0.190083,0
TESS,233503636,1871.01,2458685.821870,3.406120,0.071417,0
TESS,459997997,1888.01,2459328.032732,5.547485,0.225500,0
TESS,172370679,1899.01,2459439.215254,29.090227,0.194874,1
TESS,166739520,190.01,2459139.178447,10.020600,0.239965,1
TESS,178879588,1900.01,2459145.468004,3.056628,0.099693,1
TESS,19684256,1901.01,2459278.312088,1.366656,0.081958,1
TESS,272212970,1902.01,2459307.905216,1.609157,0.089123,1
TESS,77156657,1903.01,2459196.572151,3.840432,0.218417,1
TESS,272213425,1904.01,2459310.320561,4.325079,0.191001,1
TESS,429302040,1905.01,2458574.141940,5.722260,0.110333,1
TESS,308098254,1906.01,2459299.076740,9.624667,0.179042,1
TESS,453789494,1907.01,2459338.261449,5.477202,0.228845,1
TESS,37718056,1908.01,2458384.093920,3.656880,0.147583,1
TESS,232038798,1909.01,2459252.138447,4.153662,0.070917,1
TESS,183532609,191.01,2458358.920390,8.158454,0.184456,1
TESS,437261733,1910.01,2459296.222791,5.416113,0.141042,1
TESS,44745133,1911.01,2459166.297772,7.818143,0.207500,1
TESS,50712784,1912.01,2459249.035676,5.405358,0.202458,1
TESS,53458803,1913.01,2459252.258036,3.348904,0.139776,1
TESS,53750200,1914.01,2459232.244495,4.193342,0.075921,1
TESS,98283926,1915.01,2459253.248463,2.292035,0.132552,1
TESS,98545929,1916.01,2459251.405758,1.888199,0.153360,1
TESS,339522221,1917.01,2458655.297680,1.820690,0.127042,1
TESS,308425348,1918.01,2458571.790800,3.398290,0.109750,0
TESS,102192004,1919.01,2459307.592524,4.233831,0.089028,1
TESS,183537452,192.01,2459089.961932,3.922715,0.108775,1
TESS,363851359,1920.01,2458599.238100,2.543170,0.087750,1
TESS,112099249,1921.01,2458604.170840,5.179580,0.188500,1
TESS,112604564,1922.01,2459233.316814,4.576865,0.148303,1
TESS,114299824,1923.01,2459250.356487,4.204159,0.088500,1
TESS,371443216,1924.01,2459336.095726,2.824066,0.165270,1
TESS,118956453,1925.01,2459279.602393,2.344775,0.075583,1
TESS,143143769,1926.01,2459175.372553,1.337235,0.070942,1
TESS,14344979,1927.01,2459576.578656,4.111766,0.069000,1
TESS,207077681,1928.01,2459061.944577,2.278575,0.089993,1
TESS,157266693,1929.01,2459329.357403,3.853762,0.141333,1
TESS,183985250,193.01,2458354.212468,0.792069,0.030562,1
TESS,160578764,1930.01,2459335.339020,2.878521,0.102461,1
TESS,162922904,1931.01,2459331.431765,3.818628,0.178417,1
TESS,386259537,1932.01,2459228.937203,5.610774,0.264103,1
TESS,172598832,1933.01,2459201.975798,3.263317,0.220060,1
TESS,125739286,1934.01,2459338.018861,4.511323,0.194685,1
TESS,176685457,1935.01,2459272.947539,4.435288,0.078750,1
TESS,178289267,1936.01,2459167.711102,2.350619,0.098708,1
TESS,325172035,1939.01,2459308.612847,2.897020,0.172926,0
TESS,211438925,194.01,2458356.565180,4.899642,0.139481,1
TESS,167009792,1941.01,2458326.510890,1.133050,0.044708,0
TESS,308919449,1942.01,2459198.744553,1.656359,0.076500,0
TESS,461080504,1944.01,2459285.448680,6.098847,0.225367,0
TESS,357536526,1945.01,2458545.660940,1.573630,0.106583,0
TESS,127315102,1946.01,2459338.849888,10.845871,0.140792,0
TESS,460140752,1947.01,2458577.862550,12.006540,0.127292,0
TESS,230982885,195.01,2458355.490424,2.072760,0.107911,1
TESS,327663613,1950.01,2458599.569840,1.411440,0.104542,0
TESS,394509844,1952.01,2458599.313980,6.891320,0.223708,0
TESS,242536549,1953.01,2459359.132432,0.692356,0.033458,0
TESS,166184426,1955.01,2458600.450920,16.315200,0.083000,0
TESS,334911765,1956.01,2458600.596940,0.889580,0.076833,0
TESS,400323948,1959.01,2459336.010178,3.224281,0.179584,0
TESS,141663464,1962.01,2458601.343680,1.764470,0.114542,0
TESS,295354126,1965.01,2459357.403106,2.277818,0.133833,0
TESS,293708935,1969.01,2458597.350807,2.685592,0.085380,0
TESS,441462736,197.01,2458357.014054,14.278122,0.362386,1
TESS,253132689,1971.01,2458601.487290,3.218330,0.072375,0
TESS,383531859,1977.01,2459352.185799,17.061476,0.141000,0
TESS,458856474,1978.01,2459286.204593,6.078334,0.203769,0
TESS,458857720,1979.01,2458571.796970,1.309240,0.105625,0
TESS,127793615,1980.01,2458604.911560,9.278980,0.271417,0
TESS,89535068,1983.01,2459288.092180,6.111095,0.177360,0
TESS,161156159,1988.01,2459309.009743,2.281206,0.197823,0
TESS,324395151,1989.01,2459309.575644,3.455148,0.239353,0
TESS,457939414,1990.01,2459281.710853,3.789952,0.230285,0
TESS,82707763,1991.01,2458573.886400,6.656420,0.223000,0
TESS,147340931,1992.01,2458546.845540,4.312240,0.112667,0
TESS,453464017,1993.01,2459352.660686,3.941690,0.105708,0
TESS,275384718,1996.01,2458576.433500,7.724330,0.334583,0
TESS,429295277,1998.01,2458572.207860,1.108330,0.095333,0
TESS,410214986,200.01,2459040.333471,8.138224,0.137190,1
TESS,356453768,2002.01,2458546.002760,2.333170,0.132500,0
TESS,439610306,2004.01,2458545.265650,1.799880,0.146583,0
TESS,41173048,2006.01,2459194.004177,6.409380,0.098167,0
TESS,350618622,201.01,2459329.659963,52.978218,0.185500,1
TESS,136916387,2011.01,2458631.751100,nan,0.126384,1
TESS,136916387,2011.02,2458650.894484,27.592235,0.130807,1
TESS,138294130,2012.01,2458955.917117,3.056526,0.176823,1
TESS,198588220,2014.01,2458958.080158,4.810142,0.293940,1
TESS,357416482,2017.01,2458955.908650,5.498303,0.094538,0
TESS,39903405,2020.01,2458956.238016,5.633425,0.177043,1
TESS,236312126,2021.01,2458956.522959,3.941418,0.123265,1
TESS,11996814,2022.01,2458790.849435,0.448735,0.119825,0
TESS,255930614,2024.01,2458957.553610,2.875930,0.133132,1
TESS,335996558,2027.01,2458739.507750,1.463290,0.101292,0
TESS,336456596,2028.01,2458739.629940,0.778710,0.060750,0
TESS,445254275,2029.01,2458767.197210,2.571340,0.159333,0
TESS,259962054,203.01,2458327.729066,51.953234,0.263147,0
TESS,427279997,2034.01,2458768.727530,2.894530,0.138625,0
TESS,54364414,2041.01,2458792.094510,1.374770,0.066708,0
TESS,269424395,2042.01,2458768.149450,2.418720,0.111875,0
TESS,270333769,2044.01,2458770.066720,4.120660,0.071708,0
TESS,363761216,2047.01,2458962.977640,7.407090,0.105792,0
TESS,1100766816,2052.01,2458957.042050,1.622630,0.064792,0
TESS,315755496,2053.01,2459394.643317,4.278080,0.081568,0
TESS,326732851,2058.01,2458766.422570,1.515670,0.095042,0
TESS,403308915,2059.01,2458767.490840,3.754360,0.085958,0
TESS,327577308,2061.01,2458766.425450,1.456550,0.062917,0
TESS,373785851,2062.01,2458795.999600,4.041630,0.071625,0
TESS,115524421,2064.01,2458961.123750,8.805120,0.126375,1
TESS,141663460,2066.01,2458601.343680,1.764420,0.114542,0
TESS,260271203,207.01,2458414.835781,5.649621,0.173057,0
TESS,27491137,2076.01,2458743.719922,10.355752,0.142177,1
TESS,441738827,2084.02,2458745.410754,8.149029,0.096711,0
TESS,279982557,2097.01,2458712.393015,1.789022,0.079961,0
TESS,393911494,2106.01,2458899.861702,0.633259,0.035925,0
TESS,392476080,2109.01,2458984.388880,0.672490,0.075042,1
TESS,356235833,2111.01,2458984.370747,1.269342,0.042435,0
TESS,54464870,2115.01,2458792.690360,3.694430,0.194375,0
TESS,422838133,2116.01,2458796.527470,5.308960,0.239583,0
TESS,279212407,2117.01,2458799.445960,28.662140,0.184792,0
TESS,17416749,2118.01,2458956.568940,2.344830,0.059042,0
TESS,236387002,2119.01,2458958.678134,7.200858,0.085170,1
TESS,311408969,2122.01,2458985.946561,3.585186,0.123606,1
TESS,159742538,2124.01,2459412.533741,3.553930,0.138583,1
TESS,116242971,2125.01,2459418.338204,5.031629,0.233013,1
TESS,116264089,2126.01,2459391.063502,1.306192,0.057974,1
TESS,21744120,2127.01,2458983.744992,5.508068,0.110000,1
TESS,101721385,2129.01,2458984.653367,4.627708,0.095179,1
TESS,320798691,2130.01,2459010.827031,5.005261,0.204647,1
TESS,27848472,2131.01,2459418.412301,1.846836,0.106417,1
TESS,358516596,2132.01,2459391.154184,3.244078,0.133813,1
TESS,76419763,2135.01,2459414.394742,2.788470,0.114958,1
TESS,308172249,2139.01,2459010.507535,1.401384,0.070402,1
TESS,399860444,2140.01,2459012.510454,2.470614,0.073143,1
TESS,158916431,2146.01,2459016.694070,5.892320,0.131333,0
TESS,233569098,2148.01,2458693.423280,23.485220,0.147750,0
TESS,230267547,2150.01,2459011.304610,2.225620,0.116083,0
TESS,23389848,2151.01,2459014.368540,15.646430,0.322917,0
TESS,258402425,2156.01,2459011.050350,0.675540,0.038417,0
TESS,55652896,216.01,2458331.263986,34.554786,0.240486,1
TESS,55652896,216.02,2459340.904719,17.389045,0.110486,1
TESS,366563452,2161.01,2458767.120560,1.587260,0.061708,0
TESS,49967354,2164.01,2459010.861120,1.093330,0.082292,0
TESS,364075352,2168.01,2458772.933510,37.836330,0.238042,0
TESS,260043723,217.01,2458327.066685,3.138790,0.204309,0
TESS,75656058,2171.01,2459011.833170,1.781660,0.115208,0
TESS,293567206,2173.01,2458984.229620,0.685700,0.035000,0
TESS,405717754,2175.01,2459441.973964,4.437968,0.179458,1
TESS,123495874,2176.01,2459445.242880,7.891444,0.171500,1
TESS,123233041,2177.01,2459445.304166,3.522476,0.120583,1
TESS,164892194,2178.01,2459392.686072,3.024156,0.117590,1
TESS,237913194,2179.01,2459062.422964,15.168972,0.085972,1
TESS,268823307,2182.01,2459444.706868,3.548470,0.180792,1
TESS,389352124,2197.01,2459038.758216,4.954797,0.160236,1
TESS,100566492,2198.01,2459040.905327,4.954963,0.248188,1
TESS,369455629,2199.01,2459038.510574,3.377111,0.102117,1
TESS,150098860,220.01,2459384.039995,10.695286,0.078125,1
TESS,358107516,2202.01,2459363.569688,11.913315,0.167070,1
TESS,467971286,2204.01,2459037.141234,2.225051,0.098662,1
TESS,381856447,2206.01,2459037.773540,1.769012,0.042387,1
TESS,316937670,221.01,2458325.342966,0.624250,0.032262,0
TESS,144440290,222.01,2458376.544000,nan,0.028333,0
TESS,441420236,2221.01,2459041.281746,nan,0.148908,1
TESS,61733521,2228.01,2458655.877710,3.362960,0.108083,0
TESS,326453034,223.01,2458355.957510,14.445918,0.063888,0
TESS,129432342,2230.01,2459037.298260,1.792170,0.074875,0
TESS,100504381,2231.01,2459039.627850,5.463640,0.042750,0
TESS,389238529,2237.01,2459036.500300,0.496420,0.023833,0
TESS,388130235,2239.01,2459323.834676,92.195145,0.167125,0
TESS,98494121,2240.01,2458659.346880,3.065550,0.103458,0
TESS,349786918,2246.01,2459197.033685,2.966302,0.183375,0
TESS,376168473,2247.01,2459040.094300,5.414020,0.184083,0
TESS,152714791,2249.01,2459036.882690,1.273490,0.068958,0
TESS,264303333,2250.01,2458683.444885,0.815298,0.067074,0
TESS,47484268,226.01,2458358.500535,nan,0.111250,0
TESS,441798995,2269.01,2458683.350647,1.420604,0.068680,0
TESS,77044471,228.01,2459089.518331,2.686504,0.106353,1
TESS,329148988,2285.01,2458747.183178,27.269522,0.102638,1
TESS,120610833,229.01,2458354.773243,3.126078,0.071606,1
TESS,160074939,230.01,2458366.329788,13.340145,0.192133,0
TESS,197959526,2303.01,2459061.885478,0.719629,0.061448,0
TESS,204376737,231.01,2458357.394514,3.361001,0.107353,1
TESS,274599700,2317.01,2459002.081234,nan,0.352061,0
TESS,349488688,2319.01,2459002.770160,nan,0.263592,1
TESS,402026209,232.01,2459109.947010,1.338231,0.089725,1
TESS,207501148,2320.01,2459007.727293,nan,0.186981,0
TESS,293527670,2323.01,2459086.609820,0.986560,0.030167,0
TESS,180991313,2330.01,2459329.308010,2.208821,0.106000,1
TESS,29959761,2340.01,2459169.749893,1.647157,0.043042,0
TESS,100589632,2342.01,2459221.101551,3.947157,0.070792,0
TESS,219766989,2354.01,2459332.152874,0.510990,0.029542,0
TESS,9727392,236.01,2458355.325711,4.534451,0.205683,0
TESS,31656385,2360.01,2459073.995620,22.845180,0.300625,0
TESS,305048087,237.01,2458355.249810,5.433729,0.048858,1
TESS,176220787,2380.01,2459468.029821,5.215623,0.230476,1
TESS,32487566,2386.01,2459090.383107,2.756740,0.099202,1
TESS,9725627,239.01,2459450.197241,4.156782,0.165449,1
TESS,260849386,2400.01,2458568.221760,1.033900,0.058500,0
TESS,293435336,2403.01,2459448.895243,1.809896,0.156718,1
TESS,212957629,2406.01,2459475.946047,3.076859,0.058373,1
TESS,321068176,2409.01,2459121.065867,12.969693,0.046371,0
TESS,77031414,241.01,2458355.195919,1.386652,0.095861,1
TESS,684936227,2412.01,2459134.753910,15.298590,0.133917,0
TESS,206498307,2413.01,2459066.937927,13.419039,0.246758,0
TESS,237320326,2414.01,2459062.739359,1.777111,0.065290,1
TESS,49617263,2417.01,2459139.296600,4.832660,0.096167,0
TESS,65347776,2418.01,2459133.371210,25.866960,0.205125,0
TESS,120585579,242.01,2458357.778211,6.340315,0.177054,0
TESS,313891529,2424.01,2459092.273962,12.375054,0.275692,0
TESS,686072378,2438.01,2459175.406024,1.942600,0.042528,0
TESS,168871868,2442.01,2459183.305376,17.121720,0.271125,0
TESS,439867639,2445.01,2458411.217326,0.371133,0.020492,1
TESS,231721005,2448.01,2459327.823770,9.018242,0.127542,0
TESS,4294779,2451.01,2459174.475148,0.343889,0.040400,0
TESS,219208037,2452.01,2459229.062884,0.977680,0.031906,0
TESS,158623531,246.01,2458355.732290,7.872894,0.156665,1
TESS,411839167,2461.01,2459515.241843,6.180268,0.161167,1
TESS,32949762,2464.01,2459222.681031,3.768498,0.113625,1
TESS,293612446,2466.01,2459493.944500,2.626698,0.170292,1
TESS,31114545,2468.01,2459196.873420,24.423270,0.157833,0
TESS,160148385,247.01,2458354.319792,3.425257,0.102132,1
TESS,373453507,2475.01,2459197.399280,15.792563,0.117625,0
TESS,1449756,2480.01,2459199.593066,11.354309,0.142250,0
TESS,219151731,2483.01,2459249.974487,1.485335,0.051417,0
TESS,184240683,250.01,2458355.508072,1.628430,0.098629,1
TESS,52689469,2502.01,2459202.042637,3.141383,0.184838,1
TESS,124778445,2503.01,2459203.395868,1.675157,0.094659,1
TESS,224225541,251.01,2458357.305957,4.937701,0.093111,1
TESS,170103435,2510.01,2459248.545136,1.978513,0.054625,0
TESS,124702477,2511.01,2459226.722059,0.795153,0.038000,0
TESS,48178229,2517.01,2459225.683785,2.678825,0.103750,0
TESS,49687222,254.01,2458360.073308,20.186539,0.077774,0
TESS,270604417,2543.01,2459248.432659,7.542809,0.254125,1
TESS,444013020,2547.01,2459577.818635,2.311420,0.107708,1
TESS,350293646,2548.01,2459235.236768,8.523242,0.115945,1
TESS,204317710,255.01,2459090.083321,2.812648,0.119740,1
TESS,144043410,2554.01,2459230.661673,6.263650,0.223500,0
TESS,92226327,256.01,2458399.928643,24.737341,0.086210,1
TESS,92226327,256.02,2459141.100488,3.777942,0.061497,1
TESS,200723869,257.01,2459121.270086,18.387708,0.266881,1
TESS,239638934,2571.01,2458760.818232,6.002738,0.173500,0
TESS,103751498,2579.01,2459581.544060,3.714647,0.159750,1
TESS,350445771,258.01,2459385.936089,3.190160,0.054792,0
TESS,62530991,2585.01,2459246.031545,4.026586,0.096000,0
TESS,12862099,259.01,2458386.578118,2.423823,0.093683,1
TESS,189625051,2604.01,2459257.220890,4.909690,0.225564,1
TESS,63898957,261.02,2458389.727185,13.039359,0.205076,1
TESS,234282389,2611.01,2458352.484922,0.732017,0.107375,0
TESS,70513361,262.01,2459136.576258,11.145278,0.058115,1
TESS,403288821,2623.01,2459085.611785,0.547474,0.074542,0
TESS,120916706,263.01,2459116.147851,0.556809,0.040467,1
TESS,231703293,2632.01,2459085.547175,0.907105,0.071292,0
TESS,122612091,264.01,2459168.126450,2.216740,0.150167,1
TESS,448589187,2642.01,2459304.823271,3.065293,0.108583,1
TESS,152852327,2643.01,2459562.250418,9.172054,0.298708,1
TESS,159951311,265.01,2459169.574874,5.924266,0.120394,1
TESS,29830212,2651.01,2459349.974976,7.316428,0.093125,0
TESS,277871306,2664.01,2459275.974283,3.960600,0.037417,0
TESS,166836920,267.01,2459135.796019,5.752582,0.225056,1
TESS,219366908,2680.01,2459199.016708,0.629320,0.047042,0
TESS,220479565,269.01,2458381.844983,3.697724,0.038284,1
TESS,259377017,270.01,2459198.961454,5.660569,0.069299,1
TESS,259377017,270.02,2458389.679336,11.379565,0.093126,1
TESS,259377017,270.03,2458383.733214,3.360138,0.058885,1
TESS,455036659,2707.01,2459194.067914,4.007232,0.199167,1
TESS,452810327,2708.01,2459197.357111,2.354017,0.098333,0
TESS,269077474,2717.01,2459197.192883,1.316490,0.057875,0
TESS,268766053,272.01,2459140.875701,3.309846,0.094486,1
TESS,279740441,273.01,2458386.095087,0.741859,0.062612,0
TESS,281979481,274.01,2459362.157241,0.541795,0.048818,0
TESS,280212554,2743.01,2459212.045265,1.147253,0.074542,0
TESS,148233571,2754.01,2459226.376060,0.942259,0.060833,0
TESS,382188882,276.01,2458387.759868,4.800523,0.085772,0
TESS,36574157,2775.01,2459210.630135,3.780475,0.150625,0
TESS,5024743,2805.01,2459293.006940,12.450856,0.238792,0
TESS,78775584,2811.01,2459302.160259,5.555378,0.094000,0
TESS,105801221,2812.01,2459302.065555,3.075073,0.092458,0
TESS,29781292,282.02,2459044.825930,31.323120,0.064208,0
TESS,98286422,2835.01,2459252.308895,2.964610,0.093000,0
TESS,277103955,284.01,2458326.417294,1.309136,0.129677,0
TESS,177612321,2845.01,2459223.653303,3.145502,0.100458,0
TESS,412257781,2863.01,2459253.364143,1.189481,0.126958,0
TESS,201233610,290.01,2459097.434630,21.052710,0.204583,0
TESS,49710555,291.01,2459109.092000,12.088370,0.129417,0
TESS,188570092,294.01,2459450.646128,7.328290,0.122458,1
TESS,374847873,2947.01,2459332.080551,2.039174,0.035375,0
TESS,327952677,295.01,2458356.404320,3.397109,0.099043,1
TESS,462162963,2959.01,2458593.752907,1.355045,0.081042,0
TESS,103245940,2967.01,2459301.699712,3.251786,0.182208,0
TESS,166697854,300.01,2458354.429650,2.757530,0.057333,0
TESS,400395395,3004.01,2459303.809966,3.289122,0.122833,0
TESS,383666033,3008.01,2459328.097691,3.967814,0.176583,0
TESS,45684223,3018.01,2459323.340464,6.583202,0.130625,0
TESS,145750719,303.01,2458357.559520,3.560800,0.144125,1
TESS,390157607,3036.01,2458623.662171,0.385914,0.049542,0
TESS,262530873,304.01,2458356.286060,2.241720,0.166208,0
TESS,303867090,3049.01,2459359.446834,1.316834,0.030542,0
TESS,114749636,306.01,2459089.502264,4.602730,0.167625,1
TESS,376740324,3085.01,2459327.095663,4.530017,0.222125,0
TESS,120723776,3109.01,2459327.889241,2.883129,0.147083,0
TESS,9102327,313.01,2458354.543320,3.261500,0.093042,0
TESS,360816293,3146.01,2458650.905593,3.550608,0.112750,0
TESS,66356824,315.01,2459089.839721,1.777199,0.065468,0
TESS,419946164,3164.01,2458623.343394,1.776539,0.052417,0
TESS,372596796,3181.01,2458617.031866,3.536674,0.112375,0
TESS,188593930,320.01,2458354.276070,1.465030,0.047708,0
TESS,175476629,321.01,2458354.271560,1.140570,0.091167,0
TESS,309436531,3217.01,2459383.966929,3.213633,0.078125,0
TESS,242460075,3236.01,2459356.489051,2.909844,0.080333,0
TESS,112037203,3253.01,2458619.606193,4.362236,0.110208,0
TESS,76505260,3257.01,2459356.441741,2.533642,0.119375,0
TESS,31697707,3290.01,2459059.767349,3.910946,0.136667,0
TESS,369861728,3307.01,2458681.293828,3.878436,0.111542,0
TESS,327210623,3313.01,2459384.957213,2.128423,0.119667,0
TESS,310267134,3319.01,2458681.713350,0.543881,0.032500,0
TESS,305512837,3323.01,2458679.116114,3.022272,0.136417,0
TESS,194179013,3332.01,2459384.151235,3.178528,0.248917,0
TESS,131581531,3347.01,2459251.478562,3.059164,0.177083,0
TESS,41865539,335.01,2458354.866270,1.260920,0.113250,0
TESS,412259468,3357.01,2459229.684104,2.653578,0.087562,0
TESS,146244533,3358.01,2459296.556389,8.808844,0.183792,0
TESS,55452495,336.01,2458337.330110,17.707580,0.081333,0
TESS,464300749,3362.01,2459307.431885,18.095475,0.109208,1
TESS,190981760,3369.01,2459278.824926,3.546358,0.173667,0
TESS,155986102,337.01,2458360.617310,6.871680,0.131667,0
TESS,131036011,3372.01,2459273.404704,11.070124,0.170708,0
TESS,185482513,3375.01,2459279.831510,1.236832,0.089333,0
TESS,184670625,3377.01,2459278.383405,0.524128,0.042375,0
TESS,116156517,338.01,2458357.373580,5.366971,0.189885,1
TESS,175079720,3385.01,2459274.969230,2.262326,0.127000,0
TESS,173860688,3388.01,2458541.414379,0.845657,0.076000,0
TESS,69838258,339.01,2458354.573360,6.730690,0.145958,0
TESS,80174172,3392.01,2459278.729272,1.110430,0.066833,0
TESS,153197346,3399.01,2458540.491991,2.642447,0.182208,0
TESS,152685831,3402.01,2459250.856372,3.471417,0.125250,0
TESS,415969574,342.01,2458362.571990,10.457760,0.131167,0
TESS,293978434,3420.01,2458540.862165,1.597143,0.138167,0
TESS,286099128,3422.01,2459276.585301,3.778887,0.124375,1
TESS,144970275,3423.01,2459248.478713,2.531342,0.093583,0
TESS,283702603,3424.01,2459279.471354,0.669188,0.056125,0
TESS,132320310,3436.01,2459277.091098,1.395532,0.109167,0
TESS,208030798,3440.01,2458650.326066,1.716759,0.085167,0
TESS,284254253,3466.01,2458651.973815,1.862908,0.190083,0
TESS,453289469,3467.01,2458652.436812,0.779919,0.064292,0
TESS,282091493,3468.01,2458647.685514,3.378995,0.138833,0
TESS,275562670,3472.01,2458651.449273,1.581056,0.101542,0
TESS,254629854,3482.01,2459359.547220,0.971430,0.052125,0
TESS,21113347,3497.01,2459310.816523,4.218069,0.144041,1
TESS,86451883,3507.01,2458708.663596,1.756102,0.119083,0
TESS,278968371,3508.01,2458707.691822,1.299781,0.097917,0
TESS,228381868,351.01,2458356.673820,6.930304,0.171498,1
TESS,40779013,3512.01,2458708.891857,1.711312,0.065083,0
TESS,106224626,3524.01,2458731.298955,3.341889,0.086833,0
TESS,373576942,3525.01,2458731.568477,0.891222,0.076917,0
TESS,89876424,3526.01,2458733.088312,1.538070,0.092750,0
TESS,27916356,3534.01,2459421.604937,3.235214,0.148931,1
TESS,27844066,3536.01,2458732.821053,1.853298,0.049875,0
TESS,271167979,3548.01,2458733.079623,0.309395,0.018417,0
TESS,271042173,3557.01,2458733.141437,0.476873,0.047292,0
TESS,193708920,3562.01,2458732.453924,1.329847,0.125292,0
TESS,169461816,3563.01,2458729.195879,17.873940,0.305333,1
TESS,1965256662,3565.01,2458727.428216,4.317060,0.119958,0
TESS,1976308113,3572.01,2458761.602970,2.756865,0.096333,0
TESS,316606244,3579.01,2458762.172026,3.310636,0.162500,0
TESS,305478010,3580.01,2458762.231266,3.121339,0.180458,0
TESS,295413003,3581.01,2458757.570840,3.037302,0.194333,0
TESS,440113053,3595.01,2458787.791395,1.805203,0.084083,1
TESS,267650535,3597.01,2458783.625547,4.009391,0.109625,1
TESS,13023738,360.01,2459104.872320,8.063500,0.141500,0
TESS,267867517,3608.01,2458787.358500,2.681633,0.112292,0
